show,season,episode,characters_lines,characters_words
The Office,9,13,"{'Pam': 21, 'Brian': 7, 'Erin': 2, 'Meredith': 3, 'Clark': 31, 'Dwight': 67, 'Jim': 39, 'Rolf': 10, 'Trevor': 8, 'Oscar': 2, 'Darryl': 1, 'Kevin': 1, 'Mose': 4, 'Gabor': 2, 'Nate': 2, 'Zeke': 2, 'Melvina': 4, 'Angela': 1, 'Stanley': 1, 'Nellie': 3, 'Hide': 3, 'Wolf': 10}","{'Pam': 123, 'Brian': 62, 'Erin': 8, 'Meredith': 21, 'Clark': 271, 'Dwight': 784, 'Jim': 505, 'Rolf': 117, 'Trevor': 99, 'Oscar': 47, 'Darryl': 5, 'Kevin': 8, 'Mose': 10, 'Gabor': 16, 'Nate': 63, 'Zeke': 38, 'Melvina': 58, 'Angela': 19, 'Stanley': 22, 'Nellie': 45, 'Hide': 43, 'Wolf': 102}"
The Office,9,14,"{'Nellie': 8, 'Erin': 6, 'Darryl': 31, 'Angela': 11, 'Kevin': 5, 'Oscar': 10, 'Jim': 27, 'Pam': 51, 'Dwight': 31, 'Meredith': 1, 'Creed': 1, 'Phyllis': 1, 'Frank': 8, 'Glenn': 1, 'Val': 1, 'Nate': 3, 'Senator': 7, 'Toby': 2, 'Clark': 4, 'Brian': 6}","{'Nellie': 81, 'Erin': 41, 'Darryl': 235, 'Angela': 133, 'Kevin': 86, 'Oscar': 85, 'Jim': 251, 'Pam': 574, 'Dwight': 398, 'Meredith': 25, 'Creed': 8, 'Phyllis': 5, 'Frank': 77, 'Glenn': 5, 'Val': 16, 'Nate': 39, 'Senator': 58, 'Toby': 13, 'Clark': 40, 'Brian': 80}"
The Office,9,15,"{'Pam': 25, 'Jim': 23, 'Erin': 20, 'Pete': 6, 'Dwight': 27, 'Kevin': 5, 'Nellie': 6, 'Meredith': 2, 'Phyllis': 6, 'Stanley': 1, 'Angela': 4, 'Clark': 8, 'Oscar': 7, 'Darryl': 1, 'Brian': 9, 'Andy': 54, 'Jan': 8}","{'Pam': 190, 'Jim': 304, 'Erin': 171, 'Pete': 33, 'Dwight': 242, 'Kevin': 42, 'Nellie': 111, 'Meredith': 44, 'Phyllis': 84, 'Stanley': 16, 'Angela': 56, 'Clark': 103, 'Oscar': 78, 'Darryl': 16, 'Brian': 153, 'Andy': 673, 'Jan': 72}"
The Office,9,16,"{'Andy': 74, 'David': 15, 'Erin': 31, 'Pam': 47, 'Stanley': 5, 'Phyllis': 9, 'Dwight': 42, 'Angela': 39, 'Pete': 37, 'Clark': 8, 'Shirley': 14, 'Oscar': 6, 'Creed': 3, 'Meredith': 7, 'Darryl': 5, 'Kevin': 4, 'Jim': 26, 'Isaac': 3, 'Toby': 12, 'Mark': 17, 'Nellie': 5, 'Roger': 1, 'Alice': 18, 'Gabe': 19}","{'Andy': 932, 'David': 62, 'Erin': 245, 'Pam': 362, 'Stanley': 32, 'Phyllis': 49, 'Dwight': 481, 'Angela': 210, 'Pete': 254, 'Clark': 50, 'Shirley': 88, 'Oscar': 104, 'Creed': 15, 'Meredith': 43, 'Darryl': 45, 'Kevin': 19, 'Jim': 233, 'Isaac': 22, 'Toby': 143, 'Mark': 494, 'Nellie': 41, 'Roger': 4, 'Alice': 171, 'Gabe': 228}"
The Office,9,17,"{'Dwight': 42, 'Erin': 4, 'Pam': 20, 'Jim': 6, 'Phyllis': 7, 'Kevin': 11, 'Oscar': 9, 'Mose': 3, 'Zeke': 7, 'Clark': 5, 'Jeb': 9, 'Fannie': 14, 'Henry': 3, 'Esther': 2, 'Stanley': 2, 'Nellie': 2, 'Angela': 7, 'Andy': 5, 'Meredith': 3, 'Cameron': 8, 'Darryl': 1}","{'Dwight': 388, 'Erin': 15, 'Pam': 203, 'Jim': 39, 'Phyllis': 88, 'Kevin': 68, 'Oscar': 59, 'Mose': 10, 'Zeke': 36, 'Clark': 45, 'Jeb': 90, 'Fannie': 104, 'Henry': 35, 'Esther': 15, 'Stanley': 31, 'Nellie': 24, 'Angela': 29, 'Andy': 64, 'Meredith': 15, 'Cameron': 47, 'Darryl': 10}"
The Office,9,18,"{'Pam': 38, 'Clark': 23, 'Dwight': 36, 'Phyllis': 6, 'Darryl': 12, 'Meredith': 2, 'Andy': 7, 'Angela': 25, 'Toby': 2, 'Group': 3, 'Oscar': 26, 'Jim': 28, 'Kevin': 6, 'Erin': 3, 'Nellie': 4, 'Stanley': 3, 'Pete': 2, 'Salesmen': 1, 'Brian': 22, 'Esther': 6, 'Senator': 1}","{'Pam': 402, 'Clark': 198, 'Dwight': 389, 'Phyllis': 31, 'Darryl': 68, 'Meredith': 30, 'Andy': 71, 'Angela': 227, 'Toby': 56, 'Group': 3, 'Oscar': 165, 'Jim': 208, 'Kevin': 47, 'Erin': 39, 'Nellie': 46, 'Stanley': 37, 'Pete': 20, 'Salesmen': 13, 'Brian': 155, 'Esther': 97, 'Senator': 10}"
The Office,9,19,"{'Stanley': 19, 'Erin': 6, 'Andy': 24, 'Oscar': 5, 'Phyllis': 5, 'Dwight': 50, 'Everyone': 2, 'Nellie': 11, 'Pam': 4, 'Jim': 11, 'Toby': 13, 'Clark': 35, 'Angela': 2, 'Robert': 7, 'Meredith': 2, 'Kevin': 5, 'Crowd': 2, 'Pete': 1, 'Creed': 2, 'Man': 3, 'Carla': 7, 'Andy:': 1, 'Todd': 2}","{'Stanley': 162, 'Erin': 62, 'Andy': 367, 'Oscar': 31, 'Phyllis': 24, 'Dwight': 641, 'Everyone': 3, 'Nellie': 99, 'Pam': 29, 'Jim': 122, 'Toby': 139, 'Clark': 209, 'Angela': 21, 'Robert': 154, 'Meredith': 14, 'Kevin': 54, 'Crowd': 2, 'Pete': 2, 'Creed': 8, 'Man': 14, 'Carla': 77, 'Andy:': 4, 'Todd': 6}"
The Office,9,20,"{'Erin': 11, 'Toby': 7, 'Clark': 6, 'Pam': 16, 'Andy': 32, 'Darryl': 8, 'Jim': 15, 'Stanley': 1, 'Oscar': 2, 'Nellie': 16, 'Robert': 2, 'Dwight': 17, 'Angela': 10, 'Group': 2, 'Phillip': 1, 'Woman': 3, 'Kevin': 8, 'Director': 12, 'Producer': 5, 'Pete': 3, 'Esther': 5, 'Creed': 1}","{'Erin': 129, 'Toby': 40, 'Clark': 78, 'Pam': 196, 'Andy': 426, 'Darryl': 69, 'Jim': 222, 'Stanley': 3, 'Oscar': 14, 'Nellie': 199, 'Robert': 18, 'Dwight': 141, 'Angela': 55, 'Group': 2, 'Phillip': 1, 'Woman': 35, 'Kevin': 44, 'Director': 104, 'Producer': 41, 'Pete': 12, 'Esther': 73, 'Creed': 18}"
The Office,9,21,"{'Jim': 55, 'Pam': 29, 'Andy': 56, 'Oscar': 17, 'Angela': 27, 'Kevin': 10, 'Dwight': 46, 'Erin': 6, 'Clark': 8, 'Pete': 5, 'Darryl': 11, 'Sensei': 11, 'Nellie': 5, 'Meredith': 1, 'Creed': 1, 'Phyllis': 3, 'Toby': 7, 'Stanley': 2}","{'Jim': 466, 'Pam': 142, 'Andy': 790, 'Oscar': 174, 'Angela': 336, 'Kevin': 88, 'Dwight': 450, 'Erin': 79, 'Clark': 164, 'Pete': 46, 'Darryl': 130, 'Sensei': 132, 'Nellie': 117, 'Meredith': 15, 'Creed': 7, 'Phyllis': 22, 'Toby': 28, 'Stanley': 18}"
The Office,9,22,"{'Erin': 20, 'Dwight': 70, 'Philip': 1, 'Oscar': 24, 'Esther': 3, 'Andy': 39, 'Jim': 79, 'Pam': 31, 'Everyone': 1, 'Angela': 34, 'Casey': 19, 'Kevin': 25, 'Pete': 4, 'Darryl': 24, 'Glenn': 1, 'Meredith': 8, 'Clark': 5, 'Soldier': 1, 'Hank': 1, 'Phyllis': 6, 'Stanley': 3, 'Phillip': 3, 'Santigold': 4, 'Creed': 2, 'Bartender': 4}","{'Erin': 157, 'Dwight': 854, 'Philip': 1, 'Oscar': 205, 'Esther': 23, 'Andy': 504, 'Jim': 922, 'Pam': 206, 'Everyone': 7, 'Angela': 233, 'Casey': 108, 'Kevin': 150, 'Pete': 11, 'Darryl': 196, 'Glenn': 7, 'Meredith': 54, 'Clark': 61, 'Soldier': 21, 'Hank': 2, 'Phyllis': 43, 'Stanley': 25, 'Phillip': 3, 'Santigold': 26, 'Creed': 37, 'Bartender': 25}"
The Office,9,23,"{'Dwight': 65, 'Man': 3, 'Kevin': 25, 'Stanley': 4, 'Meredith': 13, 'Pam': 37, 'All': 10, 'Oscar': 12, 'Jim': 54, 'Toby': 9, 'Crowd': 1, 'Angela': 19, 'Phyllis': 12, 'Malcolm': 3, 'Zeke': 1, 'Clark': 3, 'Andy': 22, 'Dakota': 3, 'Nellie': 5, 'Darryl': 16, 'Guy': 2, 'Rachel': 3, 'Stripper': 5, 'Erin': 9, 'Jakey': 4, 'Mose': 2, 'Joan': 5, 'Ed': 2, 'Usher': 1, 'Creed': 2, 'Kelly': 11, 'Ravi': 6, 'Ryan': 12, 'Minister': 2, 'Val': 3, 'Pete': 1, 'Carol': 1, 'Buyer': 2, 'Woman': 1}","{'Dwight': 785, 'Man': 18, 'Kevin': 158, 'Stanley': 35, 'Meredith': 82, 'Pam': 693, 'All': 33, 'Oscar': 84, 'Jim': 481, 'Toby': 49, 'Crowd': 2, 'Angela': 214, 'Phyllis': 60, 'Malcolm': 28, 'Zeke': 4, 'Clark': 23, 'Andy': 261, 'Dakota': 29, 'Nellie': 57, 'Darryl': 126, 'Guy': 13, 'Rachel': 19, 'Stripper': 36, 'Erin': 79, 'Jakey': 18, 'Mose': 10, 'Joan': 58, 'Ed': 15, 'Usher': 4, 'Creed': 17, 'Kelly': 132, 'Ravi': 61, 'Ryan': 126, 'Minister': 42, 'Val': 21, 'Pete': 5, 'Carol': 8, 'Buyer': 11, 'Woman': 6}"
